Lookup,Commercial_Mapping,Retail_Mapping,BU,FUM,REPORTING_DATE,DIVISION_NAME,DEAL_SOURCE_SYSTEM,PSGL_PRODUCT_CODE,PSGL_ACCOUNT_CODE,PROFIT_CENTRE,PSGL_AFFILIATE_CODE,PSGL_PRODUCT_CODE_12,DEAL_TYPE,DEAL_SUBTYPE,_rca_bookv_
1424504AMB052*,Variable,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB052,1424504,37590333,*,AMB052,AMB052,,325000
1424504AMB052*,Variable,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB052,1424504,37590111,*,AMB052,AMB052,,"2880835,45"
1424504AMB052*,Variable,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB052,1424504,47590111,*,AMB052,AMB052,,"137281,94"
1424504AMB052*,Variable,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB052,1424504,67590111,*,AMB052,AMB052,,"89210,12"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,27590333,*,AMB040,AMB040,,"287738,1"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,67590111,*,AMB040,AMB040,,"5932599,67"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,37590222,*,AMB040,AMB040,,"173062,8"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,57590111,*,AMB040,AMB040,,"270553,12"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,27590222,*,AMB040,AMB040,,"15574,14"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,27590111,*,AMB040,AMB040,,"534645,21"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,47590333,*,AMB040,AMB040,,"620513,67"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,37590111,*,AMB040,AMB040,,"2899331,93"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,37590333,*,AMB040,AMB040,,"1018064,01"
1426304AMB040*,Lease,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1426304,67590333,*,AMB040,AMB040,,302400
1427004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1427004,57590333,*,AMB010,AMB010,,"7589,69"
1427004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1427004,37590222,*,AMB010,AMB010,,"7076,87"
1427004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1427004,27590333,*,AMB010,AMB010,,"2394497,22"
1427004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1427004,67590111,*,AMB010,AMB010,,"417905,09"
1427004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1427004,27590111,*,AMB010,AMB010,,"2714353,64"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,27590333,*,AMB050,AMB050,,"217992279,7"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,67590111,*,AMB050,AMB050,,"440524000,2"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,67590333,*,AMB050,AMB050,,"28689951,46"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,57590222,*,AMB050,AMB050,,"41768893,87"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,27590111,*,AMB050,AMB050,,"161224117,3"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,47590333,*,AMB050,AMB050,,"220659136,1"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,47590111,*,AMB050,AMB050,,"161029557,5"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,47590555,*,AMB050,AMB050,,"1275741,82"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,37590555,*,AMB050,AMB050,,"995123,02"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,37590111,*,AMB050,AMB050,,"384381472,4"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,57590555,*,AMB050,AMB050,,"90474,74"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,37590333,*,AMB050,AMB050,,"327994748,5"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,67590555,*,AMB050,AMB050,,"2011235,23"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,37590222,*,AMB050,AMB050,,"176315241,1"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,27590555,*,AMB050,AMB050,,"3015763,98"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,47590222,*,AMB050,AMB050,,"72847058,91"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,57590333,*,AMB050,AMB050,,"33910790,6"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,67590222,*,AMB050,AMB050,,"41513233,81"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,57590111,*,AMB050,AMB050,,"270974688,6"
1427019AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1427019,27590222,*,AMB050,AMB050,,"136339831,6"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,27590333,*,AMB051,AMB051,,"19060500,1"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,47590111,*,AMB051,AMB051,,"56774453,95"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,57590111,*,AMB051,AMB051,,"42466885,47"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,37590111,*,AMB051,AMB051,,"118839948,6"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,47590333,*,AMB051,AMB051,,"13127176,95"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,37590222,*,AMB051,AMB051,,"1083977,17"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,47590222,*,AMB051,AMB051,,"68947,66"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,67590333,*,AMB051,AMB051,,"1003836,42"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,37590555,*,AMB051,AMB051,,"30996,28"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,67590555,*,AMB051,AMB051,,"5841927,11"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,27590222,*,AMB051,AMB051,,"813204,91"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,27590111,*,AMB051,AMB051,,"13483319,7"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,67590222,*,AMB051,AMB051,,"424328,1"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,57590333,*,AMB051,AMB051,,"11542957,15"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,37590333,*,AMB051,AMB051,,"62780183,71"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,67590111,*,AMB051,AMB051,,"50615077,46"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,27590555,*,AMB051,AMB051,,"1166699,76"
1427021AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1427021,57590222,*,AMB051,AMB051,,"136372,03"
1456304AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1456304,47590222,*,AMB040,AMB040,,"14644,13"
1457004AMB010*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1457004,27590111,*,AMB010,AMB010,,"272403,78"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,57590111,*,AMB050,AMB050,,"22215,85"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,57590222,*,AMB050,AMB050,,"891554,58"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,67590333,*,AMB050,AMB050,,"342686,93"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,47590222,*,AMB050,AMB050,,"2058427,79"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,27590333,*,AMB050,AMB050,,"824984,26"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,67590111,*,AMB050,AMB050,,"163098,19"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,67590222,*,AMB050,AMB050,,"1638707,05"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,57590333,*,AMB050,AMB050,,"117067,26"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,47590333,*,AMB050,AMB050,,"776641,83"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,37590333,*,AMB050,AMB050,,"1581158,7"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,27590222,*,AMB050,AMB050,,"6164270,83"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,27590111,*,AMB050,AMB050,,"758999,67"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,47590111,*,AMB050,AMB050,,"2344200,82"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,37590111,*,AMB050,AMB050,,"1313398,55"
1457020AMB050*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1457020,37590222,*,AMB050,AMB050,,"15944562,08"
1457020AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1457020,27590333,*,AMB051,AMB051,,"213419,59"
1457020AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1457020,37590111,*,AMB051,AMB051,,"1142367,72"
1457020AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1457020,47590222,*,AMB051,AMB051,,"6257,17"
1457020AMB051*,Hire Purchase,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1457020,37590222,*,AMB051,AMB051,,"739538,64"
1493502AMB010*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1493502,27590333,*,AMB010,AMB010,,"-106602,58"
1493502AMB010*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1493502,27590111,*,AMB010,AMB010,,"-124448,6"
1493502AMB010*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1493502,67590111,*,AMB010,AMB010,,"-5725,37"
1493502AMB010*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1493502,57590333,*,AMB010,AMB010,,"-39,08"
1493502AMB010*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB010,1493502,37590222,*,AMB010,AMB010,,"-73,87"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,67590111,*,AMB040,AMB040,,"-240744,45"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,27590111,*,AMB040,AMB040,,"-37905,16"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,47590333,*,AMB040,AMB040,,"-41183,86"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,57590111,*,AMB040,AMB040,,"-12656,57"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,27590222,*,AMB040,AMB040,,"-478,2"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,37590222,*,AMB040,AMB040,,"-14010,49"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,37590333,*,AMB040,AMB040,,"-52987,08"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,37590111,*,AMB040,AMB040,,"-135267,64"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,67590333,*,AMB040,AMB040,,"-16906,04"
1493505AMB040*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB040,1493505,27590333,*,AMB040,AMB040,,"-15528,71"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,47590222,*,AMB050,AMB050,,"-7127148,98"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,67590555,*,AMB050,AMB050,,"-294669,26"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,37590333,*,AMB050,AMB050,,"-30590697,4"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,57590111,*,AMB050,AMB050,,"-27049499,49"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,47590333,*,AMB050,AMB050,,"-20944393,64"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,57590222,*,AMB050,AMB050,,"-4158796,54"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,57590555,*,AMB050,AMB050,,"-2402,94"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,47590111,*,AMB050,AMB050,,"-15048369,59"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,37590222,*,AMB050,AMB050,,-16724960
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,67590222,*,AMB050,AMB050,,"-4357374,36"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,27590333,*,AMB050,AMB050,,"-20525583,33"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,37590111,*,AMB050,AMB050,,"-36601319,62"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,27590111,*,AMB050,AMB050,,"-14879021,64"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,67590333,*,AMB050,AMB050,,"-2476696,63"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,27590555,*,AMB050,AMB050,,"-162380,51"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,67590111,*,AMB050,AMB050,,"-42337090,83"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,27590222,*,AMB050,AMB050,,"-12645812,68"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,57590333,*,AMB050,AMB050,,"-2177255,68"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,47590555,*,AMB050,AMB050,,"-117746,71"
1493509AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493509,37590555,*,AMB050,AMB050,,"-83660,63"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,67590222,*,AMB051,AMB051,,"-11575,9"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,47590222,*,AMB051,AMB051,,"-1209,43"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,57590333,*,AMB051,AMB051,,"-1169429,2"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,27590333,*,AMB051,AMB051,,"-2180368,45"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,67590555,*,AMB051,AMB051,,"-597809,32"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,57590222,*,AMB051,AMB051,,"-3530,72"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,27590222,*,AMB051,AMB051,,"-31194,36"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,37590333,*,AMB051,AMB051,,-6033711
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,47590333,*,AMB051,AMB051,,"-967212,2"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,27590111,*,AMB051,AMB051,,"-1560222,25"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,47590111,*,AMB051,AMB051,,"-5253175,08"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,67590333,*,AMB051,AMB051,,"-118751,85"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,57590111,*,AMB051,AMB051,,"-5411096,2"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,37590555,*,AMB051,AMB051,,"-3610,85"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,37590111,*,AMB051,AMB051,,"-13984067,05"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,37590222,*,AMB051,AMB051,,"-24577,05"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,67590111,*,AMB051,AMB051,,"-3932869,6"
1493589AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493589,27590555,*,AMB051,AMB051,,"-55972,47"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,67590222,*,AMB050,AMB050,,"-10,52"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,27590333,*,AMB050,AMB050,,"-651,99"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,47590222,*,AMB050,AMB050,,"-32,8"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,37590333,*,AMB050,AMB050,,"-5762,49"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,37590111,*,AMB050,AMB050,,"-4343,16"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,47590111,*,AMB050,AMB050,,"-10009,92"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,27590222,*,AMB050,AMB050,,"-53381,92"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,27590111,*,AMB050,AMB050,,"-41995,31"
1493591AMB050*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB050,1493591,37590222,*,AMB050,AMB050,,"-173462,91"
1493591AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493591,37590111,*,AMB051,AMB051,,"-29832,69"
1493591AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493591,47590222,*,AMB051,AMB051,,"-78,59"
1493591AMB051*,#N/A,,Asset Finance,Net loans and advances,2024-07-31,Commercial Division,AMBAU,AMB051,1493591,37590222,*,AMB051,AMB051,,-628
,,Transaction Portfolio,Consumer Cards,Net loans and advances,2024-07-31,Australia Retail Division,VPCMSAU,CRDCDT,1422004,30290878,*,CRDCDT,100,1,"121956,16"
2153008DDA001*,CANBI,,Small to Medium Enterprise Banking,Deposits and other borrowings,2024-07-31,Commercial Division,CACIDSAU,DDA001,2153008,38100000,*,DDA001,DDA,1,"0,02"
,,#N/A,Divisional Functions,Deposits and other borrowings,2024-07-31,Australia Retail Division,CACIDSAU,DDA005,2153004,37220000,*,DDA005,DDA,5,"1910499,42"
,,#N/A,Consumer Cards,Deposits and other borrowings,2024-07-31,Australia Retail Division,CACIDSAU,DDA005,2153004,37210000,*,DDA005,DDA,5,"269953563,6"
1421012DDA005*,Overdrafts,,Small to Medium Enterprise Banking,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA005,1421012,20720000,*,DDA005,DDA,5,"457459,5"
2153004DDA005*,CANBI,,Financial Planning,Deposits and other borrowings,2024-07-31,Commercial Division,CACIDSAU,DDA005,2153004,70680000,*,DDA005,DDA,5,"258,86"
,,Variable,Customer Engagement,Net loans and advances,2024-07-31,Australia Retail Division,CACIDSAU,DDA008,1421004,38050000,*,DDA008,DDA,8,"1155495,05"
,,#N/A,Customer Engagement,Deposits and other borrowings,2024-07-31,Australia Retail Division,CACIDSAU,CDA008,2152514,38050000,*,CDA008,CDA,8,"20105,18"
1421004DDA008*,Overdrafts,,Small to Medium Enterprise Banking,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,38100000,*,DDA008,DDA,8,"335415,44"
1421004DDA008*,Overdrafts,,Diversified & Specialist Industries,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,24830000,*,DDA008,DDA,8,"127911,59"
1421004DDA008*,Overdrafts,,Diversified & Specialist Industries,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,52210000,*,DDA008,DDA,8,"14701603,44"
1421004DDA008*,Overdrafts,,Diversified & Specialist Industries,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,22850000,*,DDA008,DDA,8,"10030438,29"
1421004DDA008*,Overdrafts,,Small to Medium Enterprise Banking,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,70450000,*,DDA008,DDA,8,"26,63"
1421004DDA008*,Overdrafts,,Small to Medium Enterprise Banking,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,35430000,*,DDA008,DDA,8,5
1421004DDA008*,Overdrafts,,Diversified & Specialist Industries,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,20600000,*,DDA008,DDA,8,"222152,96"
1421004DDA008*,Overdrafts,,Small to Medium Enterprise Banking,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,35460000,*,DDA008,DDA,8,"16,58"
1421004DDA008*,Overdrafts,,Private Bank and Advice,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,30680000,*,DDA008,DDA,8,"24488,1"
1421004DDA008*,Overdrafts,,Diversified & Specialist Industries,Net loans and advances,2024-07-31,Commercial Division,CACIDSAU,DDA008,1421004,37410000,*,DDA008,DDA,8,"3053850,22"
